timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,command
2026-02-01 18:35:03.371322,34,59,0,326220,125339,57835,15259,4543,23307,1109,179553,l
2026-02-01 18:35:04.360677,53,91,0,665105,207003,37513,14370,8248,38141,1146,297160,l
2026-02-01 18:35:05.355522,52,91,0,1185237,200605,51929,11318,10828,72283,1721,417650,l
2026-02-01 18:35:06.347942,53,90,0,1310365,267204,85266,12801,12279,88193,1957,548755,l
2026-02-01 18:35:07.344947,56,87,0,1137588,151400,93940,15241,11654,76779,2095,518075,l
2026-02-01 18:35:08.338048,63,85,0,356434,122913,66410,11701,8736,42677,1279,393971,l
2026-02-01 18:35:09.329269,71,84,0,227228,81438,22435,12203,7842,45608,1261,402512,l
2026-02-01 18:35:10.323024,76,81,0,748896,210991,169464,12962,21643,83878,3222,918920,l
2026-02-01 18:35:11.316842,78,82,0,1383353,248710,251338,30261,36090,143206,5528,1581902,l
2026-02-01 18:35:12.308229,78,83,0,1377173,265230,265340,27130,34411,144070,6431,1567622,l
2026-02-01 18:35:36.146917,52,59,0,304505,138426,50418,10174,6330,41485,1201,313127,l
2026-02-01 18:35:37.141819,79,81,0,238234,212649,50714,8392,9003,64798,1478,432492,l
2026-02-01 18:35:38.134359,78,71,0,125274,178592,20676,4203,5136,49671,1203,294563,l
2026-02-01 18:35:39.126735,75,67,0,170537,223778,22444,7133,10532,79968,1792,440655,l
2026-02-01 18:35:40.121835,74,64,0,447899,178722,34927,9334,10478,77843,1741,452704,l
2026-02-01 18:35:41.113892,75,64,0,463222,183655,32577,9893,10239,83747,1606,451955,l
2026-02-01 18:35:42.106823,80,66,0,408499,192311,32190,8481,8850,84779,1531,454186,l
2026-02-01 18:35:43.100575,84,66,0,151686,258198,14963,7199,11536,89945,1611,451078,l
2026-02-01 18:35:44.093026,86,63,0,269401,304416,34763,14084,14309,120029,1895,615230,l
2026-02-01 18:35:45.091934,89,58,0,267794,300295,55550,13070,11502,112604,1987,617035,l
2026-02-01 18:36:16.873130,40,56,0,1031393,411618,156437,31137,16703,127617,7511,802419,l
2026-02-01 18:36:17.863273,59,87,0,1024109,366545,175662,32793,17917,126750,7471,893193,l
2026-02-01 18:36:18.860435,50,91,0,1494287,375857,240097,108453,28331,216409,9661,1540301,l
2026-02-01 18:36:19.850694,56,92,0,1228889,352380,317765,95138,49008,178724,5872,1600408,l
2026-02-01 18:36:20.845692,61,95,0,1231377,329235,291162,93516,47628,171410,5597,1476291,l
2026-02-01 18:36:21.839468,69,94,0,1424174,841769,230879,22299,39351,206367,6160,1455904,l
2026-02-01 18:36:22.833376,75,88,0,1337134,764247,66322,15773,9605,155972,3930,895940,l
2026-02-01 18:36:23.829260,70,76,0,1800367,776837,93468,20285,11197,174140,4704,1012603,l
2026-02-01 18:36:24.819456,68,68,0,919742,245448,133995,17399,10428,62627,2566,506717,l
2026-02-01 18:36:25.810553,60,71,0,956911,276715,215816,50524,15670,106569,5300,996367,l
2026-02-01 18:36:46.668342,41,57,0,955811,457575,130988,30665,26902,138321,6030,1070519,l
2026-02-01 18:36:47.663109,63,84,0,1148498,450432,116036,30862,27510,132001,6851,988585,l
2026-02-01 18:36:48.655659,72,83,0,981551,564838,113488,44246,23062,95273,4765,889508,l
2026-02-01 18:36:49.650691,69,78,0,909494,283308,53225,35946,14617,35766,2415,320024,l
2026-02-01 18:36:50.625620,60,77,0,672711,466126,74879,40493,16063,82980,2118,816784,l
2026-02-01 18:36:51.638218,46,77,0,406347,252495,43743,15576,10119,78066,1461,712820,l
2026-02-01 18:36:52.632826,41,80,0,459414,416005,112459,35216,13191,133601,5093,1262637,l
2026-02-01 18:36:53.623128,47,81,0,340620,191223,88281,26215,5863,67817,4111,664414,l
2026-02-01 18:36:54.613279,54,86,0,503191,222218,152048,40566,9312,84512,4646,781817,l
2026-02-01 18:36:55.608312,64,91,0,469682,125415,97774,22570,8919,49062,1553,342327,l
2026-02-01 18:37:13.488336,46,54,0,1321673,395472,157951,69593,41051,166957,10891,1497030,l
2026-02-01 18:37:14.484978,69,82,0,1464408,314007,165311,65497,44888,181541,13652,1851419,l
2026-02-01 18:37:15.476946,75,81,0,1101937,254868,153591,54556,24703,122737,8663,1387520,l
2026-02-01 18:37:16.470763,77,84,0,976011,228742,94309,22931,9876,118021,5840,926549,l
2026-02-01 18:37:17.462302,75,87,0,568866,488370,268401,34366,12228,111231,4179,935086,l
2026-02-01 18:37:18.457148,67,89,0,353585,427305,249367,26480,11636,95406,3305,816471,l
2026-02-01 18:37:19.455948,63,90,0,211460,415112,233534,18023,15306,116209,3402,818670,l
2026-02-01 18:37:20.442024,68,87,0,153206,138838,70525,12122,8093,63013,1580,370544,l
2026-02-01 18:37:21.434520,71,87,0,202447,208108,91261,15684,9558,74102,2248,476450,l
2026-02-01 18:37:22.428873,75,83,0,194359,214629,93454,16453,5899,52601,2004,478805,l
2026-02-01 18:37:41.305868,47,61,0,369305,344644,91419,33747,29503,70816,3356,593929,l
2026-02-01 18:37:42.293346,72,90,0,582711,507391,89406,40784,55930,104194,5661,1081910,l
2026-02-01 18:37:43.288443,73,87,0,784129,563732,96207,40652,59962,113679,5956,1187130,l
2026-02-01 18:37:44.279648,69,80,0,1075755,349515,134100,77586,84716,116883,5940,1286124,l
2026-02-01 18:37:45.277663,66,77,0,1567683,240652,127056,99818,76596,121885,4262,1341447,l
2026-02-01 18:37:46.270788,69,78,0,1574694,230615,135448,100438,79792,120967,4322,1333009,l
2026-02-01 18:37:47.259527,72,81,0,1130257,305398,59841,75916,34371,73762,2464,873845,l
2026-02-01 18:37:48.256642,69,84,0,720555,317382,51837,51862,17818,30452,1933,402019,l
2026-02-01 18:37:49.248402,59,84,0,924370,490222,83793,73874,38030,57946,6122,769502,l
2026-02-01 18:37:50.240820,47,82,0,819813,327380,76294,34901,32490,57745,5603,670283,l
2026-02-01 18:38:23.021978,44,52,9,684013,568332,46881,16498,15399,77426,2676,544501,l
2026-02-01 18:38:24.008603,70,78,0,560508,516814,112199,37806,28238,79834,10154,867570,l
2026-02-01 18:38:25.006686,70,75,0,589219,372987,101529,31491,21604,73055,10313,860951,l
2026-02-01 18:38:26.000611,68,75,0,883745,538887,241425,108663,25463,134377,16890,1332124,l
2026-02-01 18:38:26.994608,65,77,0,991364,301590,224396,98695,18134,98009,9611,931249,l
2026-02-01 18:38:27.983454,61,82,0,1178533,275214,223309,98252,17688,104172,9778,938666,l
2026-02-01 18:38:28.954871,61,90,0,890797,113610,85222,25032,12717,40369,3443,479189,l
2026-02-01 18:38:29.972257,60,94,0,635920,68640,42142,17160,7001,34935,2844,350815,l
2026-02-01 18:38:30.964953,65,97,0,643393,53294,30613,13639,7899,37191,3807,353798,l
2026-02-01 18:38:31.960706,74,94,0,700820,112652,36052,11697,11657,37893,3339,342502,l
2026-02-01 18:38:51.822427,52,54,0,372404,37827,38654,10935,8152,19799,945,235063,l
2026-02-01 18:38:52.815624,74,86,0,435191,237239,28018,24981,25344,62158,2932,715290,l
2026-02-01 18:38:53.813156,69,87,0,1531341,490608,73975,77520,45323,82645,5596,1249433,l
2026-02-01 18:38:54.805960,65,84,0,1985825,505330,95566,71842,47768,81440,6086,1246395,l
2026-02-01 18:38:55.804977,59,80,0,1961282,308090,101181,56913,32812,32801,4085,732902,l
2026-02-01 18:38:56.794201,49,77,0,1476851,86389,72380,9406,21352,17788,2034,299683,l
2026-02-01 18:38:57.759841,40,81,0,738819,70877,34968,10148,14278,14971,1312,197658,l
2026-02-01 18:38:58.754811,37,84,0,729710,86023,34558,11150,12521,16545,1246,197421,l
2026-02-01 18:38:59.768575,38,86,0,331706,183049,27337,10827,8544,8843,1109,176977,l
2026-02-01 18:39:00.761026,36,81,0,1140199,294209,50096,34973,43334,36010,5969,619358,l
2026-02-01 18:39:20.627396,36,53,0,1249215,105553,89996,22503,15383,47328,2256,437551,l
2026-02-01 18:39:21.622335,61,83,0,712707,112442,38815,18484,8181,30233,1861,296587,l
2026-02-01 18:39:22.614787,73,84,0,513202,83716,34339,15474,6107,16208,1515,198728,l
2026-02-01 18:39:23.608634,60,82,0,646441,293404,161825,42340,8197,58731,3178,599724,l
2026-02-01 18:39:24.601402,49,80,0,1017208,415373,225470,56490,21147,130795,6113,1072298,l
2026-02-01 18:39:25.595637,42,80,0,937303,411613,218631,53482,20227,130283,6237,1070273,l
2026-02-01 18:39:26.587272,43,79,0,515354,188426,78533,36114,17465,81869,3818,668164,l
2026-02-01 18:39:27.577555,49,78,0,408760,87391,49396,24705,6730,15737,1689,298921,l
2026-02-01 18:39:28.578439,51,78,0,987117,179736,308988,46267,22710,41763,5017,822269,l
2026-02-01 18:39:29.567397,46,84,0,1181710,502255,393513,50190,39633,78280,6458,1235321,l
