timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,command
2026-02-01 18:26:43.751833,65,82,0,827970,595690,12764,374249,6921,121963,2597,662563,r
2026-02-01 18:26:44.742106,61,85,0,345822,709170,4985,318539,4882,132476,2641,619520,r
2026-02-01 18:26:45.737772,56,81,0,165814,759061,6024,213748,3717,147640,3217,588436,r
2026-02-01 18:26:46.733600,52,67,0,424523,449085,23871,135343,3953,161692,2930,575976,r
2026-02-01 18:26:47.725128,54,53,0,435010,417770,23978,131101,3290,158802,3260,570029,r
2026-02-01 18:27:07.588940,38,48,0,1170847,440969,34906,337825,15654,196287,4583,973013,r
2026-02-01 18:27:08.581363,61,66,0,929793,463866,38720,322413,15502,191918,4681,951728,r
2026-02-01 18:27:09.576239,65,66,0,691325,401471,14974,277572,2950,86855,2086,502341,r
2026-02-01 18:27:10.571489,64,68,0,770930,430393,9186,268282,2138,91002,1910,494084,r
2026-02-01 18:27:11.563858,55,77,0,1021036,1028347,35676,488468,5806,172619,3712,963979,r
2026-02-01 18:27:12.555379,45,77,0,881485,824536,32306,399379,5021,155450,3314,836556,r
2026-02-01 18:27:13.550100,39,76,0,624565,757948,32948,348204,5183,130782,3043,714332,r
2026-02-01 18:27:14.542580,38,73,0,471079,530306,22898,306408,5424,134690,2722,717158,r
2026-02-01 18:27:15.539872,38,71,0,727447,543901,26330,346803,6609,165817,3202,831387,r
2026-02-01 18:27:16.530067,44,74,0,1228300,693982,118204,397359,25192,213048,5373,1396461,r
2026-02-01 18:27:36.393788,33,48,0,859439,322845,12155,176875,2296,88061,1929,407795,r
2026-02-01 18:27:37.366238,51,79,0,928969,392358,28452,294631,11146,222700,4055,873683,r
2026-02-01 18:27:38.381140,53,88,0,1345856,390233,46166,321069,14681,262919,4593,991267,r
2026-02-01 18:27:39.352391,61,84,0,851822,358862,47431,242468,14082,234818,4292,855536,r
2026-02-01 18:27:40.376886,66,79,0,754913,509834,39525,351066,10938,183377,2923,869666,r
2026-02-01 18:27:41.358773,69,76,0,327602,523998,21209,324189,7192,143655,2482,743454,r
2026-02-01 18:27:42.353623,63,74,0,290352,503076,26058,308292,7199,145259,2545,741449,r
2026-02-01 18:27:43.328376,55,69,0,304061,203467,20241,88948,4630,49777,1639,232720,r
2026-02-01 18:27:44.342381,49,66,0,305151,185125,21536,75496,4965,48202,1683,233187,r
2026-02-01 18:27:45.334869,47,63,0,321327,186479,14847,91579,4902,45870,1492,232195,r
2026-02-01 18:28:03.212430,43,44,0,601086,720807,248767,131839,3829,122469,3312,742136,r
2026-02-01 18:28:04.207243,58,67,0,719001,613394,266526,84880,5239,101341,3010,692913,r
2026-02-01 18:28:05.199816,51,70,0,760395,632750,266524,78948,5190,103427,3175,689764,r
2026-02-01 18:28:06.173750,45,66,0,448149,294685,29575,83979,3619,48490,1796,281668,r
2026-02-01 18:28:07.165740,43,60,0,933224,583061,175535,120276,2887,113284,3921,654836,r
2026-02-01 18:28:08.182322,40,55,0,873643,608728,174839,129064,2885,113600,3976,655239,r
2026-02-01 18:28:09.173557,40,51,0,870165,528357,170247,168580,4291,108902,3197,663612,r
2026-02-01 18:28:10.175979,40,55,0,192555,176056,6091,135095,2464,35946,797,196817,r
2026-02-01 18:28:11.165970,38,61,0,200325,144258,7404,131351,2568,33660,571,196766,r
2026-02-01 18:28:12.153457,36,67,0,117400,115207,37292,61995,1292,34297,512,196767,r
2026-02-01 18:28:39.965975,42,40,0,1127589,570026,232161,222626,35615,176667,4706,1176427,r
2026-02-01 18:28:40.958419,56,63,0,1198835,597669,243829,179655,38677,152010,4225,1124375,r
2026-02-01 18:28:41.950966,47,64,0,974882,433423,110999,121796,26198,87183,3945,750515,r
2026-02-01 18:28:42.941177,46,65,0,514158,187241,42449,35382,5234,49146,2125,277980,r
2026-02-01 18:28:43.941136,49,59,0,340416,318313,61714,31163,2263,54638,1900,285034,r
2026-02-01 18:28:44.935731,49,51,0,512879,500959,152561,70321,15315,144796,3305,687254,r
2026-02-01 18:28:45.924800,52,46,0,1017839,724483,261680,92411,29296,207116,4778,1154378,r
2026-02-01 18:28:46.915894,52,45,0,1268537,814657,313038,111151,35334,268074,7288,1500671,r
2026-02-01 18:28:47.911596,52,47,0,1131317,681866,207921,102968,22086,178719,5235,1097229,r
2026-02-01 18:28:48.905904,52,50,0,814158,478765,130558,87371,11839,130133,3714,722618,r
2026-02-01 18:29:13.735624,41,41,0,617277,569325,167113,106167,7366,69983,2914,715550,r
2026-02-01 18:29:14.728244,54,66,0,517864,509798,145052,127581,8432,58067,3350,677030,r
2026-02-01 18:29:15.723203,42,73,0,697388,545467,163138,134806,10766,74785,3626,775147,r
2026-02-01 18:29:16.715705,35,73,0,645159,179905,55882,97595,5131,57249,1508,394714,r
2026-02-01 18:29:17.712253,35,73,0,900152,256834,161138,66613,7966,88951,2223,759220,r
2026-02-01 18:29:18.702914,42,73,0,889918,447007,357212,55572,12303,165102,3763,1128052,r
2026-02-01 18:29:19.697248,48,75,0,1059552,623261,452083,87971,22932,229842,4986,1506809,r
2026-02-01 18:29:20.690665,54,76,0,962165,747223,459260,192182,21348,248526,5159,1535374,r
2026-02-01 18:29:21.685758,54,75,0,1338789,680596,417302,225052,20891,242340,5969,1549245,r
2026-02-01 18:29:22.653174,54,76,0,960054,620163,296487,248992,11609,182959,4994,1170047,r
2026-02-01 18:29:50.485802,38,47,0,456821,162550,65012,43405,3775,78026,1770,416775,r
2026-02-01 18:29:51.479490,58,69,0,789331,289450,116598,37394,7387,133903,2699,682932,r
2026-02-01 18:29:52.474504,54,66,0,1139021,385616,146940,27886,8126,211065,3210,905012,r
2026-02-01 18:29:53.465755,62,56,0,944501,515001,178895,19050,16134,225253,3335,890950,r
2026-02-01 18:29:54.461815,67,46,0,690261,524120,175736,10081,18508,229679,4099,865476,r
2026-02-01 18:29:55.455667,74,39,0,824963,608957,206068,18475,26776,218382,4088,871199,r
2026-02-01 18:29:56.444827,76,35,0,671117,844836,133096,15675,19203,223724,5375,864902,r
2026-02-01 18:29:57.439413,71,28,0,1114361,836832,125888,13598,16826,212621,6545,881870,r
2026-02-01 18:29:58.431903,66,24,0,715534,766203,105753,5889,8886,202571,6581,869052,r
2026-02-01 18:29:59.425585,62,20,0,894758,388579,187522,13569,12323,193146,6212,871029,r
2026-02-01 18:30:20.283219,32,41,0,476901,250745,48360,63563,6869,76765,2642,382147,r
2026-02-01 18:30:21.281501,51,64,0,777488,272796,63025,22881,13476,88873,3633,435263,r
2026-02-01 18:30:22.271768,54,61,0,860417,193734,65864,13461,12133,84651,3801,397744,r
2026-02-01 18:30:23.261969,59,61,0,921420,449228,58010,12917,14947,126833,6201,597745,r
2026-02-01 18:30:24.260285,62,54,0,752973,354679,104854,9308,7093,128540,4777,592730,r
2026-02-01 18:30:25.253002,69,52,0,647496,460071,149593,19407,12275,168514,6891,779775,r
2026-02-01 18:30:26.244377,73,51,0,612798,262370,191046,26161,14571,179963,5468,783843,r
2026-02-01 18:30:27.242801,77,54,0,353502,486968,127002,21671,14826,183984,5644,769086,r
2026-02-01 18:30:28.230638,77,53,0,302362,380363,67582,12212,9687,137441,3266,586869,r
2026-02-01 18:30:29.228126,77,47,0,132368,395414,51298,8271,5134,132490,3487,575363,r
