timestamp,attention,meditation,poor_signal,delta,theta,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,command
2026-02-01 18:03:14.070659,58,48,0,140110,38184,23231,12739,5367,6551,2574,111295,b
2026-02-01 18:03:15.080138,59,57,0,328644,39948,16556,11767,6668,4707,2671,114332,b
2026-02-01 18:03:16.077476,59,68,0,323538,38230,14188,8376,11566,4231,1923,78379,b
2026-02-01 18:03:17.071241,57,69,0,371278,27214,13189,6554,10954,5164,3872,117577,b
2026-02-01 18:03:44.881675,44,28,0,208111,36655,6093,7568,5009,4679,1377,116717,b
2026-02-01 18:03:45.875460,71,42,0,54967,43662,8621,8912,3284,6562,3472,124265,b
2026-02-01 18:03:46.869194,82,47,0,132030,117511,34043,26152,14415,6829,4438,121371,b
2026-02-01 18:03:47.860523,71,49,0,466390,133508,42954,28231,14488,7083,5494,120240,b
2026-02-01 18:03:48.855490,58,55,0,498462,142809,43589,30062,16754,5950,3424,89137,b
2026-02-01 18:03:49.849425,45,58,0,434812,60330,18577,10870,5419,3288,2740,59978,b
2026-02-01 18:03:50.842527,38,62,0,108097,33393,8681,13385,6527,4006,1918,56098,b
2026-02-01 18:03:51.833257,41,67,0,154609,72386,16022,14237,9131,7382,3097,79969,b
2026-02-01 18:03:52.828268,46,68,0,146904,93305,19833,15635,12193,9516,3546,110809,b
2026-02-01 18:03:53.818791,55,66,0,145416,100030,19677,18876,10461,8939,3554,103945,b
2026-02-01 18:04:24.611126,45,36,0,152372,17892,8382,9144,4840,7423,7438,170522,b
2026-02-01 18:04:25.607193,76,56,0,300911,39215,14696,5214,10054,9674,8609,89292,b
2026-02-01 18:04:26.600664,87,61,0,311136,36807,12752,5943,10757,7784,4250,56731,b
2026-02-01 18:04:27.592513,86,63,0,185941,44652,14027,6210,10582,7240,3923,62369,b
2026-02-01 18:04:28.584915,81,63,0,63656,57905,14159,24402,16371,9096,4320,64333,b
2026-02-01 18:04:29.577409,75,62,0,103032,76420,21444,25647,17652,14859,5290,92555,b
2026-02-01 18:04:30.572526,71,62,0,98283,78426,38837,29883,20508,15986,14693,88614,b
2026-02-01 18:04:31.568935,68,67,0,87562,58817,38414,12147,10808,11304,13431,67422,b
2026-02-01 18:04:32.558765,65,71,0,66377,77973,35144,17338,11248,7451,14063,54568,b
2026-02-01 18:04:33.551313,60,71,0,180949,76068,20187,16023,8172,6263,4566,62405,b
2026-02-01 18:05:07.320834,50,43,0,142058,49753,15085,13244,5450,4785,4063,86690,b
2026-02-01 18:05:08.300320,75,68,0,78821,63050,20642,14326,5223,4466,4264,55993,b
2026-02-01 18:05:09.310656,74,74,0,83840,58914,21805,10901,5598,4184,3539,62414,b
2026-02-01 18:05:10.303360,60,73,0,103159,92289,16891,18837,16921,4906,3006,57227,b
2026-02-01 18:05:11.296927,48,69,0,66927,71591,11622,22334,17465,5590,3461,71115,b
2026-02-01 18:05:12.270022,48,70,0,81222,81707,22864,26375,18911,6299,5178,66886,b
2026-02-01 18:05:13.283162,51,74,0,222649,83320,23433,14809,9951,12831,6166,66347,b
2026-02-01 18:05:14.275750,58,75,0,301252,86896,22233,11081,11349,14080,6497,75469,b
2026-02-01 18:05:15.276904,67,71,0,413888,130586,16559,9220,18520,20887,5853,88567,b
2026-02-01 18:05:16.264962,72,57,0,268150,68954,10894,7416,14623,12746,4136,68820,b
2026-02-01 18:05:57.982809,34,35,0,122566,189185,23635,13477,21935,11323,5470,70664,b
2026-02-01 18:05:58.975278,53,45,0,100505,194555,25140,12855,24894,13028,6150,66468,b
2026-02-01 18:05:59.967737,57,35,0,327789,252682,22430,12016,33139,20745,5263,68292,b
2026-02-01 18:06:00.960301,58,29,0,320420,116133,14249,10873,16005,19129,6801,56226,b
2026-02-01 18:06:01.955919,59,28,0,336059,160863,19264,10897,14184,18692,8660,59020,b
2026-02-01 18:06:02.949175,60,28,0,128188,99639,19508,29097,8212,18069,7863,61943,b
2026-02-01 18:06:03.940354,61,32,0,206874,117553,30216,33643,9526,16259,6288,74451,b
2026-02-01 18:06:04.937515,59,45,0,231490,104599,20666,37851,14549,25308,4241,62441,b
2026-02-01 18:06:05.927916,60,51,0,266150,130954,23362,20211,15227,15604,5453,57132,b
2026-02-01 18:06:06.921683,60,55,0,197695,104997,17126,10490,12596,14459,3273,33913,b
2026-02-01 18:06:29.767052,34,31,0,872386,190681,47094,44598,33593,33126,5185,143638,b
2026-02-01 18:06:30.759714,52,52,0,417768,112615,48583,28062,15126,7852,3675,52553,b
2026-02-01 18:06:31.755869,54,58,0,610674,132790,43761,28584,15609,11579,5156,52592,b
2026-02-01 18:06:32.747132,49,63,0,438540,78106,16381,11516,13665,16479,5575,59487,b
2026-02-01 18:06:33.738701,53,60,0,305413,74933,19832,11010,16155,23139,5778,62376,b
2026-02-01 18:06:34.734627,63,53,0,150014,57738,19399,7860,13141,19715,4225,51886,b
2026-02-01 18:06:35.728562,76,48,0,106675,66375,22415,4948,5762,12029,3725,43109,b
2026-02-01 18:06:36.719699,82,48,0,162829,99557,20430,28996,32793,7520,3134,41391,b
2026-02-01 18:06:37.713487,76,52,0,133988,96034,19218,33708,33023,8940,4130,54869,b
2026-02-01 18:06:38.708878,67,57,0,174393,149775,18684,40967,36960,6959,3286,43856,b
